c,x,y,z,c2,x2,y2,z2
#d9ab05,0.608,0.567,0.851,,,,
#d7ad07,0.605,0.547,0.843,,,,
#d0ad0b,0.586,0.503,0.816,,,,
#dfab09,0.598,0.589,0.875,,,,
#0055b9,-0.389,-0.612,0.725,,,,
#004f16,0.212,-0.225,0.31,,,,
#deab01,0.625,0.6,0.871,,,,
#003b13,0.151,-0.175,0.231,,,,
#cfad0b,0.585,0.498,0.812,,,,
#cf990b,0.529,0.558,0.812,,,,
#004b13,0.207,-0.209,0.294,,,,
#00328e,-0.349,-0.434,0.557,,,,
#004e19,0.2,-0.232,0.306,,,,
#003987,-0.301,-0.435,0.529,,,,
#115529,0.167,-0.208,0.333,,,,
#10552d,0.154,-0.222,0.333,,,,
#00399a,-0.37,-0.477,0.604,,,,
#0c55b2,-0.36,-0.542,0.698,,,,
#0955ba,-0.391,-0.574,0.729,,,,
#08552b,0.163,-0.254,0.333,,,,
#0755b4,-0.369,-0.569,0.706,,,,
#0655b7,-0.38,-0.581,0.718,,,,
#055527,0.178,-0.259,0.333,,,,
#0455b7,-0.381,-0.59,0.718,,,,
#03552a,0.168,-0.274,0.333,,,,
#0255b1,-0.359,-0.585,0.694,,,,
#0155bb,-0.396,-0.612,0.733,,,,
#0055b5,-0.374,-0.603,0.71,,,,
#fcd43d,0.552,0.507,0.988,,,,
#fbd441,0.537,0.494,0.984,,,,
#fad446,0.519,0.478,0.98,,,,
#001f58,-0.217,-0.269,0.345,,,,
#00286f,-0.27,-0.341,0.435,,,,
#004f19,0.203,-0.234,0.31,,,,
#0047a0,-0.345,-0.524,0.627,,,,
#006722,0.261,-0.309,0.404,,,,
#d9a60b,0.573,0.57,0.851,,,,
#056332,0.191,-0.315,0.388,,,,
#d6a603,0.599,0.571,0.839,,,,
#d0a603,0.595,0.541,0.816,,,,
#cb2202,0.131,0.777,0.796,,,,
#001741,-0.16,-0.199,0.255,,,,
#00286a,-0.252,-0.33,0.416,,,,
#dca70b,0.577,0.582,0.863,,,,
#c58c0d,0.477,0.541,0.773,,,,
#d6a703,0.602,0.568,0.839,,,,
#e8b700,0.669,0.617,0.91,,,,
#d0a703,0.597,0.538,0.816,,,,
#006527,0.237,-0.317,0.396,,,,
#dba403,0.596,0.602,0.859,,,,
#cfa703,0.597,0.533,0.812,,,,
#003579,-0.263,-0.395,0.475,,,,
#d3a40b,0.563,0.546,0.827,,,,
#c7a70b,0.563,0.476,0.78,,,,
#d0a403,0.589,0.547,0.816,,,,
#004612,0.193,-0.196,0.275,,,,
#002858,-0.187,-0.29,0.345,,,,
#dba507,0.585,0.591,0.859,,,,
#daa507,0.584,0.586,0.855,,,,
#00843b,0.283,-0.433,0.518,,,,
#d9a507,0.584,0.581,0.851,,,,
#d8a50b,0.569,0.568,0.847,,,,
#d2a50f,0.552,0.53,0.824,,,,
#d1a50b,0.565,0.533,0.82,,,,
#013f9a,-0.35,-0.487,0.604,,,,
#013b96,-0.349,-0.469,0.588,,,,
#003fa2,-0.379,-0.51,0.635,,,,
#003b96,-0.349,-0.473,0.588,,,,
#006a23,0.268,-0.318,0.416,,,,
#016a37,0.201,-0.36,0.416,,,,
#026a33,0.214,-0.347,0.416,,,,
#e9624f,0.078,0.599,0.914,,,,
#002971,-0.274,-0.348,0.443,,,,
#005318,0.221,-0.239,0.325,,,,
#10542a,0.161,-0.213,0.329,,,,
#0e542c,0.155,-0.227,0.329,,,,
#0d54b1,-0.36,-0.533,0.694,,,,
#0c542c,0.155,-0.236,0.329,,,,
#0a542d,0.152,-0.247,0.329,,,,
#0854b2,-0.365,-0.558,0.698,,,,
#055427,0.174,-0.256,0.329,,,,
#0354b5,-0.377,-0.587,0.71,,,,
#0254ba,-0.396,-0.603,0.729,,,,
#0154b5,-0.378,-0.596,0.71,,,,
#0054bc,-0.404,-0.617,0.737,,,,
#00206b,-0.281,-0.312,0.42,,,,
#fcd33b,0.556,0.514,0.988,,,,
#00285c,-0.201,-0.299,0.361,,,,
#02200f,0.066,-0.098,0.125,,,,
#d1a412,0.538,0.522,0.82,,,,
#d0a402,0.593,0.549,0.816,,,,
#ea5342,0.07,0.655,0.918,,,,
#0061cb,-0.414,-0.68,0.796,,,,
#dbae03,0.625,0.572,0.859,,,,
#daae0b,0.596,0.551,0.855,,,,
#00672d,0.225,-0.336,0.404,,,,
#ddae03,0.626,0.582,0.867,,,,
#dcae07,0.611,0.569,0.863,,,,
#d6ae03,0.621,0.547,0.839,,,,
#006223,0.24,-0.3,0.384,,,,
#016e2f,0.243,-0.352,0.431,,,,
#e4ae03,0.63,0.617,0.894,,,,
#d29f0e,0.538,0.549,0.824,,,,
#d59f02,0.581,0.589,0.835,,,,
#e3ae0b,0.602,0.596,0.89,,,,
#006323,0.243,-0.303,0.388,,,,
#017131,0.247,-0.363,0.443,,,,
#007536,0.245,-0.388,0.459,,,,
#dbac03,0.619,0.578,0.859,,,,
#daac03,0.618,0.573,0.855,,,,
#cc9f02,0.576,0.544,0.8,,,,
#dcac03,0.62,0.583,0.863,,,,
#d7ac03,0.616,0.558,0.843,,,,
#e3bd22,0.564,0.505,0.89,,,,
#007c34,0.278,-0.399,0.486,,,,
#ccac0b,0.58,0.486,0.8,,,,
#00a557,0.307,-0.569,0.647,,,,
#0043ad,-0.406,-0.544,0.678,,,,
#005b1e,0.23,-0.272,0.357,,,,
#e1a901,0.621,0.621,0.882,,,,
#004aa7,-0.361,-0.547,0.655,,,,
#dba905,0.603,0.583,0.859,,,,
#014aa7,-0.36,-0.542,0.655,,,,
#dfa905,0.606,0.603,0.875,,,,
#d8a911,0.56,0.544,0.847,,,,
#dda90d,0.577,0.577,0.867,,,,
#002d7b,-0.297,-0.38,0.482,,,,
#0051bc,-0.414,-0.61,0.737,,,,
#c89b06,0.548,0.528,0.784,,,,
#12532b,0.153,-0.204,0.325,,,,
#002972,-0.278,-0.35,0.447,,,,
#0e5329,0.161,-0.217,0.325,,,,
#0c532c,0.151,-0.234,0.325,,,,
#0a532b,0.155,-0.24,0.325,,,,
#0853b0,-0.361,-0.551,0.69,,,,
#075328,0.166,-0.247,0.325,,,,
#065327,0.17,-0.249,0.325,,,,
#0453b2,-0.369,-0.574,0.698,,,,
#0253b2,-0.37,-0.583,0.698,,,,
#0153b7,-0.388,-0.599,0.718,,,,
#0053b6,-0.385,-0.601,0.714,,,,
#00399f,-0.388,-0.488,0.624,,,,
#fbd237,0.566,0.52,0.984,,,,
#002864,-0.231,-0.317,0.392,,,,
#001844,-0.167,-0.208,0.267,,,,
#e95240,0.074,0.659,0.914,,,,
#e5523f,0.078,0.646,0.898,,,,
#003312,0.125,-0.156,0.2,,,,
#005f2c,0.199,-0.315,0.373,,,,
#007734,0.259,-0.388,0.467,,,,
#d6a40c,0.562,0.559,0.839,,,,
#001a3a,-0.124,-0.191,0.227,,,,
#00266b,-0.262,-0.328,0.42,,,,
#b82003,0.119,0.7,0.722,,,,
#009b4a,0.316,-0.519,0.608,,,,
#deb40a,0.619,0.555,0.871,,,,
#a6200b,0.086,0.602,0.651,,,,
#f9d653,0.479,0.441,0.976,,,,
#b4220a,0.098,0.659,0.706,,,,
#003494,-0.365,-0.452,0.58,,,,
#005c29,0.198,-0.302,0.361,,,,
#005426,0.179,-0.277,0.329,,,,
#b2220a,0.098,0.651,0.698,,,,
#e0b402,0.648,0.581,0.878,,,,
#be2206,0.115,0.712,0.745,,,,
#008b38,0.319,-0.442,0.545,,,,
#002359,-0.207,-0.281,0.349,,,,
#ca2003,0.119,0.771,0.792,,,,
#bd2202,0.131,0.722,0.741,,,,
#005417,0.227,-0.239,0.329,,,,
#005617,0.234,-0.243,0.337,,,,
#c12003,0.119,0.736,0.757,,,,
#c02003,0.119,0.732,0.753,,,,
#c62003,0.119,0.755,0.776,,,,
#c3920a,0.505,0.521,0.765,,,,
#004597,-0.319,-0.499,0.592,,,,
#13522a,0.152,-0.194,0.322,,,,
#1252b0,-0.362,-0.503,0.69,,,,
#105229,0.157,-0.206,0.322,,,,
#0e52ae,-0.355,-0.517,0.682,,,,
#0d522a,0.154,-0.222,0.322,,,,
#0b52b2,-0.371,-0.54,0.698,,,,
#0a52af,-0.36,-0.538,0.686,,,,
#085227,0.166,-0.238,0.322,,,,
#075227,0.166,-0.243,0.322,,,,
#0652b4,-0.38,-0.567,0.706,,,,
#0552b2,-0.372,-0.567,0.698,,,,
#0452b3,-0.376,-0.574,0.702,,,,
#035227,0.167,-0.261,0.322,,,,
#0252b6,-0.388,-0.59,0.714,,,,
#0152c0,-0.425,-0.617,0.753,,,,
#0052b5,-0.385,-0.597,0.71,,,,
#1870c3,-0.326,-0.586,0.765,,,,
#fad132,0.58,0.528,0.98,,,,
#f9d132,0.579,0.523,0.976,,,,
#f6d13c,0.543,0.487,0.965,,,,
#d9ac00,0.628,0.574,0.851,,,,
#001b54,-0.215,-0.25,0.329,,,,
#006732,0.207,-0.347,0.404,,,,
#edba03,0.67,0.627,0.929,,,,
#dbae06,0.614,0.566,0.859,,,,
#d29e0e,0.535,0.552,0.824,,,,
#d8ae12,0.57,0.527,0.847,,,,
#d09e02,0.576,0.567,0.816,,,,
#d9ae12,0.571,0.532,0.851,,,,
#deae12,0.574,0.557,0.871,,,,
#dfae0e,0.589,0.57,0.875,,,,
#cb9e02,0.572,0.542,0.796,,,,
#dba50a,0.574,0.585,0.859,,,,
#ce9e0a,0.546,0.541,0.808,,,,
#cb1b00,0.111,0.788,0.796,,,,
#e2b213,0.585,0.563,0.886,,,,
#009342,0.314,-0.483,0.576,,,,
#00215f,-0.235,-0.289,0.373,,,,
#d3a50e,0.556,0.537,0.827,,,,
#d1a502,0.596,0.551,0.82,,,,
#d6a502,0.599,0.576,0.839,,,,
#008c3c,0.309,-0.454,0.549,,,,
#b71b00,0.11,0.709,0.718,,,,
#004d16,0.205,-0.221,0.302,,,,
#00632e,0.206,-0.329,0.388,,,,
#003b97,-0.353,-0.476,0.592,,,,
#01964a,0.297,-0.503,0.588,,,,
#002a79,-0.3,-0.368,0.475,,,,
#006e36,0.219,-0.372,0.431,,,,
#cf9a02,0.563,0.574,0.812,,,,
#006a2f,0.229,-0.347,0.416,,,,
#b72107,0.106,0.682,0.718,,,,
#b62107,0.106,0.678,0.714,,,,
#be2103,0.123,0.723,0.745,,,,
#009d4f,0.306,-0.534,0.616,,,,
#004d17,0.202,-0.224,0.302,,,,
#00296c,-0.256,-0.337,0.424,,,,
#0c51b2,-0.374,-0.533,0.698,,,,
#0851b3,-0.379,-0.553,0.702,,,,
#06511c,0.198,-0.217,0.318,,,,
#0551ae,-0.361,-0.556,0.682,,,,
#0351b2,-0.376,-0.574,0.698,,,,
#0251b1,-0.373,-0.576,0.694,,,,
#0151b4,-0.384,-0.587,0.706,,,,
#0051b4,-0.384,-0.592,0.706,,,,
#bf8b0d,0.471,0.515,0.749,,,,
#a5210b,0.09,0.597,0.647,,,,
#a4210b,0.09,0.593,0.643,,,,
#e85039,0.094,0.68,0.91,,,,
#ad2107,0.106,0.642,0.678,,,,
#0089e1,-0.351,-0.809,0.882,,,,
#af2107,0.106,0.65,0.686,,,,
#006f36,0.223,-0.374,0.435,,,,
#003fa7,-0.397,-0.521,0.655,,,,
#003799,-0.373,-0.47,0.6,,,,
#aa210b,0.09,0.617,0.667,,,,
#002669,-0.255,-0.323,0.412,,,,
#00170f,0.032,-0.084,0.09,,,,
#003e96,-0.339,-0.481,0.588,,,,
#006a36,0.204,-0.362,0.416,,,,
#00561d,0.216,-0.259,0.337,,,,
#248d61,0.175,-0.373,0.553,,,,
#8a1b0c,0.061,0.49,0.541,,,,
#002d72,-0.265,-0.36,0.447,,,,
#c2870d,0.46,0.54,0.761,,,,
#001418,-0.016,-0.093,0.094,,,,
#008434,0.307,-0.417,0.518,,,,
#004497,-0.322,-0.497,0.592,,,,
#00773b,0.235,-0.403,0.467,,,,
#001b4f,-0.197,-0.239,0.31,,,,
#019e52,0.299,-0.538,0.62,,,,
#00661e,0.269,-0.296,0.4,,,,
#008237,0.29,-0.42,0.51,,,,
#008f3d,0.317,-0.463,0.561,,,,
#115028,0.152,-0.194,0.314,,,,
#0e5028,0.153,-0.208,0.314,,,,
#0c5028,0.154,-0.218,0.314,,,,
#b98005,0.463,0.533,0.725,,,,
#0a502b,0.144,-0.234,0.314,,,,
#075023,0.172,-0.229,0.314,,,,
#0650b6,-0.394,-0.567,0.714,,,,
#045027,0.16,-0.252,0.314,,,,
#0250b3,-0.384,-0.578,0.702,,,,
#0150b7,-0.399,-0.592,0.718,,,,
#0050b1,-0.377,-0.583,0.694,,,,
#004498,-0.326,-0.499,0.596,,,,
#dbab0d,0.581,0.561,0.859,,,,
#f9cf33,0.57,0.527,0.976,,,,
#f8cf38,0.552,0.512,0.973,,,,
#f7cf2e,0.586,0.527,0.969,,,,
#be8305,0.475,0.549,0.745,,,,
#d9ab01,0.622,0.575,0.851,,,,
#ca2103,0.123,0.771,0.792,,,,
#00802e,0.312,-0.393,0.502,,,,
#cc2103,0.123,0.779,0.8,,,,
#ddab01,0.624,0.595,0.867,,,,
#c08001,0.48,0.575,0.753,,,,
#dcab01,0.624,0.59,0.863,,,,
#008139,0.279,-0.422,0.506,,,,
#2083d5,-0.324,-0.631,0.835,,,,
#c12103,0.123,0.735,0.757,,,,
#c02103,0.123,0.731,0.753,,,,
#c22107,0.106,0.726,0.761,,,,
#008235,0.296,-0.415,0.51,,,,
#008e39,0.327,-0.451,0.557,,,,
#00621e,0.255,-0.287,0.384,,,,
#006e3c,0.198,-0.383,0.431,,,,
#058341,0.258,-0.422,0.514,,,,
#007127,0.281,-0.343,0.443,,,,
#007534,0.252,-0.383,0.459,,,,
#001527,-0.071,-0.135,0.153,,,,
#d9a80d,0.571,0.56,0.851,,,,
#d8a809,0.585,0.563,0.847,,,,
#008431,0.317,-0.409,0.518,,,,
#002c7b,-0.301,-0.377,0.482,,,,
#d2a801,0.609,0.549,0.824,,,,
#019c51,0.295,-0.531,0.612,,,,
#d7a805,0.598,0.566,0.843,,,,
#d39d02,0.574,0.585,0.827,,,,
#d5a809,0.583,0.548,0.835,,,,
#00853d,0.28,-0.44,0.522,,,,
#007c3b,0.254,-0.415,0.486,,,,
#cd9d02,0.571,0.555,0.804,,,,
#002366,-0.254,-0.309,0.4,,,,
#002267,-0.261,-0.309,0.404,,,,
#05223f,-0.114,-0.197,0.247,,,,
#003a94,-0.345,-0.467,0.58,,,,
#008735,0.314,-0.426,0.529,,,,
#00713c,0.209,-0.391,0.443,,,,
#003183,-0.313,-0.407,0.514,,,,
#114f27,0.152,-0.19,0.31,,,,
#104f28,0.149,-0.197,0.31,,,,
#003999,-0.366,-0.475,0.6,,,,
#0d4f27,0.153,-0.208,0.31,,,,
#0c4f28,0.15,-0.215,0.31,,,,
#0a4fa5,-0.334,-0.508,0.647,,,,
#084fb1,-0.378,-0.544,0.694,,,,
#074f22,0.172,-0.224,0.31,,,,
#064fb0,-0.375,-0.551,0.69,,,,
#054fb4,-0.39,-0.565,0.706,,,,
#034fb2,-0.383,-0.569,0.698,,,,
#024fa9,-0.35,-0.553,0.663,,,,
#014fb3,-0.387,-0.581,0.702,,,,
#004fb3,-0.388,-0.585,0.702,,,,
#001947,-0.175,-0.217,0.278,,,,
#f9ce27,0.609,0.554,0.976,,,,
#f7ce2c,0.591,0.534,0.969,,,,
#007833,0.267,-0.388,0.471,,,,
#e94e38,0.09,0.688,0.914,,,,
#00994a,0.309,-0.514,0.6,,,,
#001748,-0.185,-0.214,0.282,,,,
#02934a,0.286,-0.491,0.576,,,,
#002758,-0.19,-0.288,0.345,,,,
#cd9c0b,0.537,0.539,0.804,,,,
#008e41,0.299,-0.469,0.557,,,,
#018e39,0.326,-0.446,0.557,,,,
#007a30,0.284,-0.385,0.478,,,,
#003690,-0.344,-0.448,0.565,,,,
#00792b,0.297,-0.37,0.475,,,,
#00358b,-0.329,-0.435,0.545,,,,
#008c3d,0.306,-0.456,0.549,,,,
#00652b,0.224,-0.327,0.396,,,,
#007839,0.246,-0.401,0.471,,,,
#e73510,0.151,0.829,0.906,,,,
#2f7fce,-0.31,-0.541,0.808,,,,
#049d52,0.295,-0.523,0.616,,,,
#00743b,0.224,-0.396,0.455,,,,
#002f7f,-0.305,-0.394,0.498,,,,
#d3a712,0.547,0.523,0.827,,,,
#d6a702,0.605,0.57,0.839,,,,
#d5a70a,0.577,0.549,0.835,,,,
#d4a70a,0.576,0.544,0.831,,,,
#e1b306,0.632,0.581,0.882,,,,
#001a50,-0.204,-0.239,0.314,,,,
#1f7fd2,-0.328,-0.621,0.824,,,,
#001540,-0.162,-0.191,0.251,,,,
#007940,0.225,-0.418,0.475,,,,
#154e29,0.141,-0.174,0.306,,,,
#124e2b,0.135,-0.193,0.306,,,,
#114e26,0.152,-0.185,0.306,,,,
#0e4e27,0.15,-0.202,0.306,,,,
#0d4e28,0.146,-0.209,0.306,,,,
#0c4e2a,0.14,-0.218,0.306,,,,
#b42207,0.11,0.669,0.706,,,,
#0a4e27,0.151,-0.22,0.306,,,,
#084e24,0.161,-0.222,0.306,,,,
#074e21,0.172,-0.219,0.306,,,,
#054e24,0.162,-0.236,0.306,,,,
#044eb4,-0.394,-0.567,0.706,,,,
#034eb4,-0.394,-0.572,0.706,,,,
#024eb2,-0.387,-0.572,0.698,,,,
#014eb0,-0.38,-0.572,0.69,,,,
#004ead,-0.369,-0.569,0.678,,,,
#00611f,0.249,-0.288,0.38,,,,
#00308a,-0.342,-0.42,0.541,,,,
#bd2203,0.127,0.718,0.741,,,,
#00783d,0.232,-0.41,0.471,,,,
#facd19,0.656,0.59,0.98,,,,
#00702b,0.264,-0.351,0.439,,,,
#f6cd26,0.608,0.544,0.965,,,,
#bb2207,0.11,0.697,0.733,,,,
#b82203,0.127,0.698,0.722,,,,
#c71a00,0.106,0.773,0.78,,,,
#e84d38,0.086,0.685,0.91,,,,
#009146,0.293,-0.487,0.569,,,,
#001f5b,-0.227,-0.275,0.357,,,,
#001e60,-0.248,-0.283,0.376,,,,
#af220b,0.094,0.636,0.686,,,,
#007029,0.271,-0.346,0.439,,,,
#006d23,0.279,-0.324,0.427,,,,
#006536,0.185,-0.35,0.396,,,,
#003d94,-0.335,-0.474,0.58,,,,
#007035,0.23,-0.374,0.439,,,,
#00743d,0.217,-0.4,0.455,,,,
#cc9c0a,0.539,0.537,0.8,,,,
#e1b410,0.6,0.558,0.882,,,,
#b52306,0.118,0.676,0.71,,,,
#002d77,-0.283,-0.371,0.467,,,,
#006b38,0.201,-0.368,0.42,,,,
#001b55,-0.218,-0.252,0.333,,,,
#e7b91f,0.566,0.543,0.906,,,,
#951b07,0.082,0.551,0.584,,,,
#e0ab07,0.605,0.598,0.878,,,,
#002b5e,-0.198,-0.311,0.369,,,,
#edba1e,0.576,0.572,0.929,,,,
#dfab03,0.619,0.601,0.875,,,,
#daab0f,0.574,0.552,0.855,,,,
#003a92,-0.338,-0.462,0.573,,,,
#d9ab03,0.615,0.571,0.851,,,,
#dcab03,0.617,0.586,0.863,,,,
#eaba02,0.672,0.614,0.918,,,,
#d7ab03,0.613,0.561,0.843,,,,
#003d9e,-0.371,-0.496,0.62,,,,
#00611e,0.252,-0.285,0.38,,,,
#007932,0.274,-0.388,0.475,,,,
#174d29,0.136,-0.162,0.302,,,,
#164d27,0.143,-0.162,0.302,,,,
#144d28,0.141,-0.174,0.302,,,,
#b8230a,0.102,0.675,0.722,,,,
#124d28,0.141,-0.183,0.302,,,,
#0f4d2b,0.132,-0.204,0.302,,,,
#0c4d25,0.153,-0.204,0.302,,,,
#094d9b,-0.304,-0.485,0.608,,,,
#084db1,-0.385,-0.54,0.694,,,,
#064d24,0.158,-0.229,0.302,,,,
#034db3,-0.394,-0.567,0.702,,,,
#024da6,-0.346,-0.542,0.651,,,,
#014dae,-0.376,-0.565,0.682,,,,
#004db0,-0.383,-0.574,0.69,,,,
#002970,-0.271,-0.346,0.439,,,,
#007039,0.216,-0.382,0.439,,,,
#facc1f,0.632,0.581,0.98,,,,
#f8cc21,0.624,0.567,0.973,,,,
#d9a90b,0.581,0.561,0.851,,,,
#f6cc22,0.619,0.555,0.965,,,,
#f5cc1b,0.642,0.564,0.961,,,,
#d7a903,0.608,0.567,0.843,,,,
#e94c37,0.086,0.693,0.914,,,,
#dc2307,0.115,0.827,0.863,,,,
#d5a903,0.606,0.557,0.835,,,,
#e24c3b,0.07,0.651,0.886,,,,
#005f1e,0.245,-0.281,0.373,,,,
#006822,0.264,-0.311,0.408,,,,
#002367,-0.258,-0.311,0.404,,,,
#002766,-0.241,-0.319,0.4,,,,
#00377f,-0.279,-0.413,0.498,,,,
#005620,0.206,-0.267,0.337,,,,
#004dab,-0.365,-0.563,0.671,,,,
#006d36,0.216,-0.369,0.427,,,,
#014d13,0.214,-0.208,0.302,,,,
#c02303,0.131,0.73,0.753,,,,
#002563,-0.237,-0.308,0.388,,,,
#046833,0.207,-0.333,0.408,,,,
#009c4e,0.306,-0.53,0.612,,,,
#014a13,0.203,-0.202,0.29,,,,
#0144a1,-0.359,-0.515,0.631,,,,
#006834,0.204,-0.353,0.408,,,,
#006c38,0.205,-0.371,0.424,,,,
#0044a5,-0.374,-0.528,0.647,,,,
#b72307,0.114,0.681,0.718,,,,
#b4230b,0.098,0.655,0.706,,,,
#006d2a,0.257,-0.342,0.427,,,,
#bd2307,0.114,0.704,0.741,,,,
#dbaa05,0.606,0.58,0.859,,,,
#007b30,0.287,-0.387,0.482,,,,
#efc619,0.629,0.556,0.937,,,,
#ba2307,0.114,0.693,0.729,,,,
#ddaa01,0.622,0.598,0.867,,,,
#d6a207,0.573,0.575,0.839,,,,
#d5a203,0.587,0.578,0.835,,,,
#007e36,0.278,-0.408,0.494,,,,
#007232,0.248,-0.372,0.447,,,,
#cfa203,0.583,0.548,0.812,,,,
#dba504,0.595,0.597,0.859,,,,
#d6aa05,0.603,0.555,0.839,,,,
#157f43,0.232,-0.345,0.498,,,,
#006221,0.246,-0.295,0.384,,,,
#d6a307,0.576,0.572,0.839,,,,
#d1a313,0.531,0.522,0.82,,,,
#ad230b,0.098,0.628,0.678,,,,
#006923,0.265,-0.315,0.412,,,,
#006922,0.268,-0.313,0.412,,,,
#016933,0.211,-0.349,0.412,,,,
#cfa307,0.572,0.537,0.812,,,,
#144c2b,0.127,-0.179,0.298,,,,
#134c28,0.137,-0.176,0.298,,,,
#0f4c27,0.142,-0.193,0.298,,,,
#0e4c29,0.136,-0.202,0.298,,,,
#0d4caf,-0.379,-0.51,0.686,,,,
#0b4c26,0.146,-0.209,0.298,,,,
#0a4c23,0.157,-0.206,0.298,,,,
#094ca3,-0.337,-0.501,0.639,,,,
#084c23,0.157,-0.215,0.298,,,,
#d4a007,0.566,0.571,0.831,,,,
#054cae,-0.378,-0.544,0.682,,,,
#044cb0,-0.386,-0.553,0.69,,,,
#034c24,0.155,-0.24,0.298,,,,
#024caf,-0.383,-0.56,0.686,,,,
#014cb1,-0.39,-0.569,0.694,,,,
#004cb2,-0.394,-0.576,0.698,,,,
#016031,0.184,-0.324,0.376,,,,
#007025,0.283,-0.336,0.439,,,,
#cda00b,0.548,0.528,0.804,,,,
#006029,0.213,-0.311,0.376,,,,
#cea003,0.577,0.549,0.808,,,,
#f4cb1e,0.629,0.556,0.957,,,,
#d3a500,0.604,0.565,0.827,,,,
#e9b504,0.65,0.62,0.914,,,,
#d3a10b,0.555,0.555,0.827,,,,
#d0a504,0.588,0.542,0.816,,,,
#d0a10b,0.553,0.54,0.816,,,,
#d1a500,0.603,0.555,0.82,,,,
#d6a50c,0.564,0.556,0.839,,,,
#00602c,0.202,-0.318,0.376,,,,
#00511a,0.207,-0.241,0.318,,,,
#cfa103,0.58,0.551,0.812,,,,
#00276b,-0.259,-0.33,0.42,,,,
#040b03,0.029,-0.012,0.043,,,,
#002f7b,-0.291,-0.385,0.482,,,,
#00a257,0.296,-0.562,0.635,,,,
#00601c,0.254,-0.278,0.376,,,,
#bd7d02,0.466,0.566,0.741,,,,
#056032,0.18,-0.308,0.376,,,,
#ba7d0e,0.422,0.526,0.729,,,,
#01317e,-0.295,-0.392,0.494,,,,
#003186,-0.324,-0.414,0.525,,,,
#002d74,-0.272,-0.365,0.455,,,,
#005d22,0.225,-0.287,0.365,,,,
#006428,0.231,-0.317,0.392,,,,
#001c50,-0.197,-0.244,0.314,,,,
#005317,0.224,-0.237,0.325,,,,
#004b10,0.216,-0.2,0.294,,,,
#003b9d,-0.374,-0.489,0.616,,,,
#d9aa0f,0.57,0.55,0.851,,,,
#d8aa0f,0.57,0.545,0.847,,,,
#d11f00,0.127,0.81,0.82,,,,
#006b31,0.226,-0.354,0.42,,,,
#d7aa13,0.555,0.532,0.843,,,,
#d5aa07,0.595,0.546,0.835,,,,
#008a38,0.315,-0.44,0.541,,,,
#011a42,-0.153,-0.204,0.259,,,,
#cc1f00,0.127,0.79,0.8,,,,
#ce1f00,0.127,0.798,0.808,,,,
#e1aa03,0.617,0.614,0.882,,,,
#001a4e,-0.197,-0.234,0.306,,,,
#006d28,0.263,-0.337,0.427,,,,
#00692e,0.229,-0.343,0.412,,,,
#dca807,0.594,0.587,0.863,,,,
#144b28,0.133,-0.17,0.294,,,,
#eab902,0.669,0.617,0.918,,,,
#114b27,0.138,-0.181,0.294,,,,
#c41f00,0.127,0.758,0.769,,,,
#c51f00,0.127,0.762,0.773,,,,
#0b4bab,-0.369,-0.508,0.671,,,,
#d3a803,0.602,0.55,0.827,,,,
#094bab,-0.369,-0.517,0.671,,,,
#074bab,-0.37,-0.526,0.671,,,,
#064bae,-0.381,-0.537,0.682,,,,
#054bad,-0.378,-0.54,0.678,,,,
#034b23,0.155,-0.236,0.294,,,,
#024bae,-0.382,-0.556,0.682,,,,
#014bb5,-0.408,-0.576,0.71,,,,
#004bb1,-0.394,-0.572,0.694,,,,
#001949,-0.182,-0.221,0.286,,,,
#f7ca21,0.618,0.568,0.969,,,,
#f5ca13,0.665,0.586,0.961,,,,
#e0a803,0.611,0.615,0.878,,,,
#be1f04,0.11,0.721,0.745,,,,
#00581f,0.217,-0.269,0.345,,,,
#003798,-0.369,-0.468,0.596,,,,
#bb1f08,0.094,0.696,0.733,,,,
#fad63a,0.566,0.496,0.98,,,,
#002e7f,-0.308,-0.391,0.498,,,,
#005a27,0.197,-0.293,0.353,,,,
#af1f04,0.11,0.661,0.686,,,,
#005bca,-0.431,-0.665,0.792,,,,
#011938,-0.12,-0.179,0.22,,,,
#006423,0.247,-0.305,0.392,,,,
#01641f,0.259,-0.289,0.392,,,,
#005825,0.197,-0.283,0.345,,,,
#00541c,0.212,-0.252,0.329,,,,
#007d36,0.275,-0.406,0.49,,,,
#0045a1,-0.356,-0.522,0.631,,,,
#005b30,0.169,-0.314,0.357,,,,
#006e2a,0.26,-0.344,0.431,,,,
#007237,0.231,-0.383,0.447,,,,
#005f22,0.232,-0.291,0.373,,,,
#b01900,0.102,0.683,0.69,,,,
#006127,0.223,-0.308,0.38,,,,
#005927,0.194,-0.29,0.349,,,,
#deb00e,0.594,0.559,0.871,,,,
#ddb002,0.635,0.578,0.867,,,,
#dcb00a,0.606,0.557,0.863,,,,
#134a27,0.133,-0.17,0.29,,,,
#124a29,0.127,-0.179,0.29,,,,
#104a29,0.128,-0.188,0.29,,,,
#0e4a23,0.148,-0.183,0.29,,,,
#0d4aa4,-0.346,-0.481,0.643,,,,
#e4b106,0.629,0.602,0.894,,,,
#0a4a23,0.15,-0.202,0.29,,,,
#074aa8,-0.362,-0.517,0.659,,,,
#047233,0.243,-0.356,0.447,,,,
#e1b10a,0.613,0.579,0.882,,,,
#024ab2,-0.4,-0.562,0.698,,,,
#014aad,-0.382,-0.556,0.678,,,,
#004ab2,-0.401,-0.571,0.698,,,,
